,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
409,412,10374,16,2003.0,0,21,1.89,1.05,0.02,0.31
410,413,10844,26,2008.0,3,359,1.36,1.13,0.46,0.32
411,414,3629,19,2009.0,6,455,0.5,1.59,0.31,0.87
412,415,5981,2,2015.0,0,85,0.25,0.19,2.78,0.04
413,416,9522,15,1995.0,2,455,0.95,1.3,0.77,0.22
414,417,2875,30,2015.0,10,138,0.88,2.11,0.0,0.23
415,418,5011,17,2011.0,1,493,1.27,1.33,0.12,0.51
416,419,5362,18,2015.0,10,138,2.33,0.3,0.0,0.59
417,420,11134,2,2014.0,7,359,0.03,0.0,3.18,0.0
418,421,14,15,1999.0,8,138,1.72,1.33,0.0,0.16
419,422,638,11,1983.0,10,359,0.73,0.1,2.35,0.02
420,423,4821,23,1995.0,2,359,2.26,0.72,0.12,0.1
421,424,10697,15,2000.0,2,487,1.76,1.21,0.07,0.16
422,425,1681,19,2007.0,7,464,1.35,0.6,0.8,0.44
423,426,3571,19,2008.0,0,455,1.48,1.01,0.04,0.66
424,427,2447,23,1995.0,7,144,0.0,0.0,3.19,0.0
425,428,1805,28,2010.0,3,292,2.15,0.77,0.01,0.26
426,429,2749,16,2003.0,0,53,1.78,1.12,0.09,0.19
427,430,9211,27,2015.0,4,359,1.18,0.87,0.93,0.2
428,431,2935,17,2010.0,7,66,1.52,1.08,0.1,0.47
429,433,7809,4,2008.0,3,359,0.58,0.51,1.93,0.14
430,434,140,16,2001.0,9,457,2.06,0.56,0.38,0.17
431,435,1483,4,2008.0,1,126,1.88,0.98,0.0,0.3
432,436,336,7,2001.0,9,359,1.92,0.16,0.99,0.09
433,437,5017,4,2008.0,0,547,1.79,1.06,0.0,0.29
434,438,8743,4,2005.0,4,445,1.22,1.57,0.06,0.29
435,439,7770,17,2012.0,8,85,0.88,0.97,0.88,0.42
436,440,3837,30,2014.0,8,323,1.89,0.99,0.03,0.24
437,441,2885,16,2007.0,10,138,0.68,0.0,0.0,2.46
438,442,8835,15,2000.0,0,21,1.7,1.25,0.02,0.16
439,443,6575,15,1998.0,6,138,2.14,0.86,0.0,0.13
440,444,8952,10,1999.0,6,359,2.31,0.62,0.14,0.04
441,445,7049,4,2006.0,3,359,0.91,1.0,1.03,0.17
442,446,9671,17,2007.0,7,524,1.69,0.87,0.14,0.42
443,447,2465,11,1990.0,7,144,0.08,0.0,3.03,0.01
444,448,3969,17,2010.0,1,455,1.29,1.27,0.06,0.5
445,449,5556,28,2010.0,7,138,1.99,0.82,0.03,0.27
446,450,2874,28,2014.0,10,138,0.78,2.02,0.0,0.3
447,451,2378,16,2002.0,2,53,2.17,0.28,0.55,0.08
448,452,5366,16,2001.0,10,138,2.5,0.16,0.01,0.42
449,453,10961,11,1986.0,10,347,1.92,0.45,0.64,0.07
450,454,972,28,2012.0,8,493,1.89,0.91,0.04,0.24
451,455,9819,2,2013.0,0,359,1.4,0.99,0.46,0.22
452,456,2279,5,1994.0,4,359,1.57,0.62,0.55,0.34
453,457,9958,13,2002.0,9,138,1.72,1.21,0.0,0.14
454,458,5557,28,2012.0,7,138,1.94,0.86,0.03,0.24
455,459,4983,28,2008.0,0,21,1.91,0.84,0.0,0.29
456,460,2991,28,2012.0,8,524,1.38,1.35,0.02,0.28
457,461,2752,26,2010.0,4,126,2.06,0.64,0.12,0.22
458,462,8117,28,2008.0,0,487,1.94,0.8,0.02,0.27
459,463,7666,15,1995.0,4,524,1.54,1.33,0.0,0.16
460,464,4829,17,2009.0,8,455,1.4,1.07,0.08,0.47
461,465,10171,29,2002.0,0,524,1.85,1.04,0.0,0.13
462,466,5834,11,1987.0,2,359,2.03,0.47,0.45,0.07
463,467,10686,16,2002.0,10,487,1.45,1.13,0.07,0.38
464,468,3455,30,2015.0,8,323,2.38,0.32,0.0,0.31
465,469,6247,28,2012.0,10,493,2.6,0.21,0.01,0.19
466,470,2383,16,2007.0,2,53,1.15,0.0,0.76,1.09
467,472,5806,18,2014.0,0,547,1.01,1.41,0.05,0.53
468,473,8921,23,1993.0,8,359,1.61,0.51,0.8,0.07
469,474,9953,13,2000.0,3,138,1.67,1.18,0.0,0.13
470,475,10987,16,2002.0,10,275,0.12,1.26,1.16,0.45
471,476,2065,16,2001.0,0,85,1.36,0.86,0.64,0.13
472,477,339,2,2015.0,9,359,0.47,1.0,1.39,0.12
473,478,712,17,2010.0,8,138,1.33,1.12,0.08,0.45
474,479,9943,13,2014.0,9,138,0.96,1.72,0.0,0.29
475,480,8993,13,2011.0,7,138,1.58,1.01,0.0,0.38
476,481,8733,16,2003.0,4,445,1.04,1.37,0.06,0.49
477,482,4897,4,2008.0,4,359,1.57,0.04,1.19,0.15
478,483,4069,16,2002.0,0,137,1.36,1.15,0.04,0.41
479,484,9066,28,2009.0,2,85,1.82,0.71,0.15,0.26
480,485,10786,10,1996.0,6,359,1.98,0.58,0.34,0.04
481,486,8073,16,2003.0,8,455,2.22,0.51,0.06,0.15
482,487,10687,16,2005.0,2,487,1.45,1.11,0.04,0.33
483,488,11313,17,2009.0,0,455,1.76,0.69,0.12,0.37
484,489,6932,6,2001.0,5,53,2.07,0.77,0.05,0.05
485,490,5555,28,2007.0,7,323,1.83,0.8,0.03,0.27
486,491,10766,26,2006.0,5,359,0.87,1.06,0.73,0.26
487,492,1591,26,2007.0,9,6,1.43,1.13,0.05,0.3
488,493,9216,6,2002.0,4,359,1.75,0.45,0.62,0.09
489,494,2873,18,2013.0,10,138,0.61,1.85,0.11,0.33
490,495,10094,30,2014.0,8,138,1.84,0.8,0.04,0.22
491,496,8737,16,2004.0,3,445,1.54,1.14,0.0,0.22
492,497,8277,28,2008.0,10,445,1.75,0.86,0.0,0.28
493,498,10989,16,2003.0,10,275,0.08,1.24,1.13,0.45
494,499,6582,17,2012.0,6,138,0.71,1.51,0.06,0.61
495,500,4115,16,2001.0,10,455,0.99,0.32,1.38,0.2
496,501,1207,16,2004.0,8,21,1.51,1.12,0.01,0.24
497,502,11296,26,2011.0,10,296,1.54,1.07,0.0,0.28
498,503,9347,15,1999.0,8,455,2.03,0.72,0.02,0.11
499,504,4224,4,2007.0,9,524,1.3,1.27,0.0,0.31
500,505,1513,15,1998.0,6,91,0.09,2.43,0.12,0.22
501,506,1208,30,2013.0,8,21,1.87,0.77,0.0,0.22
502,507,5360,28,2012.0,10,138,2.53,0.16,0.0,0.17
503,508,9670,29,2002.0,7,524,2.09,0.63,0.03,0.11
504,509,6019,17,2011.0,2,547,1.98,0.55,0.0,0.32
505,510,2840,23,1990.0,6,359,1.37,0.51,0.89,0.07
506,511,11148,10,1997.0,4,359,1.29,0.53,0.98,0.05
507,512,1541,13,1996.0,11,540,1.37,1.34,0.0,0.14
508,513,8632,26,2011.0,0,21,1.4,1.14,0.0,0.31
509,514,2875,17,2015.0,10,138,0.4,1.98,0.05,0.42
510,515,489,17,2010.0,0,524,1.87,0.57,0.11,0.3
511,516,803,28,2007.0,8,493,1.65,0.86,0.05,0.28
512,517,5357,28,2009.0,10,138,2.52,0.09,0.0,0.22
513,518,5605,17,2010.0,8,138,1.28,1.05,0.07,0.43
514,519,10688,16,2002.0,2,487,1.32,1.08,0.04,0.39
515,520,5777,7,2002.0,8,359,1.96,0.67,0.1,0.09
516,521,3137,6,2003.0,0,487,1.59,1.05,0.04,0.14
517,522,6185,13,1994.0,1,424,0.02,2.79,0.0,0.0
518,523,6580,17,2010.0,6,138,1.05,1.25,0.03,0.48
519,524,4231,4,2007.0,9,524,1.32,1.19,0.0,0.3
520,525,10685,16,2003.0,2,487,1.32,1.06,0.04,0.38
521,526,8991,28,2008.0,0,288,1.74,0.8,0.0,0.26
522,527,11146,4,2006.0,4,359,1.47,0.07,1.1,0.15
523,528,4113,15,1997.0,10,455,0.29,0.2,2.13,0.18
524,529,4830,17,2011.0,8,455,1.45,0.88,0.09,0.38
525,530,88,15,1998.0,4,455,1.96,0.72,0.0,0.11
526,531,10698,16,2001.0,2,487,1.19,1.15,0.04,0.41
527,532,2446,23,1992.0,7,144,0.0,0.0,2.78,0.01
528,533,6025,15,1996.0,2,177,1.98,0.7,0.0,0.11
529,534,708,13,2011.0,8,138,0.89,1.43,0.0,0.48
530,535,6309,16,2001.0,10,138,2.19,0.22,0.0,0.38
531,536,7451,4,2009.0,5,359,0.3,1.47,0.68,0.34
532,537,5980,2,2011.0,7,359,0.46,0.29,1.96,0.07
533,538,4399,16,2003.0,4,455,1.68,0.74,0.0,0.36
534,539,11315,18,2014.0,0,455,1.27,0.97,0.07,0.47
535,540,7646,16,2003.0,4,455,1.44,0.83,0.26,0.25
536,541,9528,17,2009.0,2,347,1.2,0.98,0.17,0.43
537,542,9917,16,2003.0,9,138,1.41,1.12,0.0,0.24
538,543,8747,26,2007.0,4,445,1.24,1.2,0.04,0.3
539,544,8120,28,2011.0,0,487,1.25,1.15,0.07,0.3
540,545,5875,0,1980.0,8,53,2.56,0.17,0.0,0.03
541,546,5496,23,1992.0,3,359,1.43,0.54,0.71,0.07
542,547,485,18,2013.0,0,524,1.07,1.31,0.06,0.31
543,548,7268,10,2000.0,11,359,1.02,0.36,1.13,0.23
544,549,5774,11,1986.0,0,359,1.33,0.31,1.04,0.05
545,550,5011,28,2011.0,1,493,1.52,0.94,0.02,0.24
546,551,1200,28,2006.0,8,21,1.49,0.93,0.02,0.27
547,552,9820,6,2002.0,0,359,1.75,0.52,0.33,0.1
548,553,6828,16,2001.0,0,540,0.99,0.48,1.09,0.14
549,554,6026,18,2015.0,2,547,1.47,0.76,0.0,0.47
550,555,5497,10,1998.0,3,359,1.25,0.53,0.87,0.05
551,556,5359,28,2011.0,10,138,2.42,0.11,0.0,0.16
552,557,5042,16,2006.0,0,288,1.85,0.64,0.01,0.19
553,558,5358,28,2010.0,10,138,2.38,0.12,0.0,0.18
554,559,5523,4,2010.0,5,359,1.63,0.52,0.35,0.18
555,560,8616,28,2010.0,10,138,1.46,0.98,0.0,0.24
556,561,1096,16,2004.0,6,138,1.23,1.11,0.0,0.34
557,562,11135,2,2014.0,7,281,0.0,0.0,2.68,0.0
558,563,6587,17,2009.0,6,138,0.69,1.41,0.04,0.53
559,564,3128,17,2011.0,7,464,0.78,0.75,0.89,0.26
560,565,6019,8,1992.0,2,40,1.95,0.63,0.0,0.09
561,566,1197,16,2005.0,8,21,1.48,0.92,0.01,0.26
562,567,3744,28,2008.0,3,21,1.78,0.64,0.0,0.25
563,568,5605,15,1998.0,8,138,1.44,1.09,0.0,0.14
564,569,2909,29,2004.0,7,323,1.99,0.58,0.0,0.09
565,570,3865,4,2006.0,0,126,1.59,0.8,0.0,0.26
566,571,10171,16,2003.0,0,524,1.15,1.11,0.0,0.4
567,572,8630,26,2012.0,0,21,1.56,0.88,0.0,0.22
568,573,5607,19,2006.0,8,138,0.86,1.11,0.01,0.66
569,574,9204,11,1986.0,4,359,0.0,0.0,2.65,0.0
570,575,8987,10,1996.0,0,359,2.0,0.5,0.12,0.03
571,576,5044,28,2007.0,0,288,1.53,0.87,0.0,0.24
572,577,5813,16,2000.0,6,493,2.0,0.47,0.02,0.14
573,578,6944,19,2006.0,2,455,0.76,1.1,0.12,0.65
574,579,3833,28,2009.0,11,323,1.53,0.82,0.04,0.24
575,580,3566,17,2009.0,0,455,1.7,0.46,0.06,0.41
576,581,2646,16,2004.0,10,445,2.15,0.12,0.0,0.36
577,582,5513,26,2007.0,10,359,1.07,1.06,0.24,0.25
578,583,5605,28,2010.0,8,138,1.55,0.81,0.04,0.21
579,584,2888,28,2009.0,10,138,0.59,1.79,0.01,0.23
580,585,6246,28,2011.0,10,493,2.31,0.14,0.01,0.16
581,586,9105,4,2008.0,9,359,0.63,0.84,0.96,0.19
582,587,3883,16,2002.0,0,138,0.9,1.22,0.04,0.44
583,588,9200,26,2010.0,4,359,1.02,0.52,0.92,0.14
584,589,9075,8,1990.0,0,445,1.86,0.55,0.11,0.08
585,590,2886,17,2008.0,10,138,0.48,1.63,0.04,0.43
586,591,7643,17,2007.0,4,455,0.93,1.12,0.08,0.45
587,592,6294,16,2004.0,10,138,2.03,0.21,0.0,0.35
588,593,5155,19,2009.0,4,455,0.64,1.24,0.01,0.69
589,594,4833,18,2013.0,8,455,0.89,1.33,0.07,0.28
590,595,3506,28,2009.0,0,493,1.04,1.24,0.03,0.27
591,596,5971,19,2007.0,7,85,0.37,0.27,1.75,0.18
592,597,10681,16,2006.0,2,487,1.4,0.88,0.03,0.26
593,598,7651,16,2004.0,4,455,1.31,0.74,0.31,0.22
594,599,465,4,2010.0,3,359,0.28,1.68,0.33,0.28
595,600,2365,28,2009.0,7,138,1.76,0.56,0.03,0.22
596,601,5354,16,2007.0,10,138,2.14,0.08,0.0,0.35
597,602,8722,7,2001.0,4,445,1.7,0.59,0.21,0.07
598,603,2463,11,1987.0,7,144,0.15,0.0,2.41,0.0
599,604,5360,17,2012.0,10,138,2.11,0.23,0.0,0.22
600,605,7261,7,2003.0,7,359,1.21,0.57,0.7,0.07
601,606,1959,26,2008.0,10,275,1.13,0.87,0.29,0.25
602,607,5355,28,2008.0,10,138,2.21,0.12,0.0,0.2
603,609,1662,16,2001.0,6,17,1.13,1.12,0.06,0.22
604,610,7037,10,2000.0,0,359,1.55,0.75,0.16,0.06
605,611,3416,26,2007.0,3,325,1.5,0.78,0.0,0.24
606,612,2461,11,1986.0,7,85,0.49,0.0,0.52,1.51
607,613,10188,17,2013.0,0,464,0.6,1.31,0.08,0.52
608,614,5544,28,2006.0,7,21,2.29,0.02,0.0,0.19
609,615,6916,16,2008.0,10,275,0.13,0.07,0.26,2.05
610,616,5499,10,1999.0,3,359,1.28,0.14,1.08,0.01
611,617,8120,17,2011.0,0,487,0.86,1.06,0.18,0.39
612,618,7914,29,2003.0,0,493,1.84,0.56,0.0,0.09
613,619,5024,26,2010.0,0,547,1.29,0.97,0.0,0.23
614,620,6029,16,2002.0,2,325,1.81,0.52,0.0,0.15
615,621,7789,17,2008.0,8,455,1.15,0.85,0.1,0.39
616,622,7492,28,2008.0,6,126,1.38,0.85,0.0,0.25
617,623,10194,15,1998.0,0,137,1.15,1.14,0.06,0.13
618,624,6247,17,2012.0,10,493,1.72,0.44,0.05,0.27
619,626,6248,28,2013.0,10,493,2.1,0.2,0.0,0.17
620,627,5501,7,2002.0,3,359,1.13,0.36,0.92,0.07
621,628,11322,26,2010.0,3,487,1.67,0.58,0.0,0.2
622,629,5812,17,2008.0,6,493,1.55,0.54,0.05,0.31
623,630,3103,23,1992.0,7,465,0.0,0.0,2.43,0.02
624,631,3098,15,1997.0,7,465,0.93,0.12,1.34,0.06
625,632,10410,15,1996.0,6,455,2.12,0.25,0.0,0.07
626,633,3835,28,2011.0,8,323,1.44,0.73,0.04,0.22
627,634,6574,19,2006.0,6,138,0.87,0.98,0.0,0.59
628,635,9949,16,2003.0,9,138,1.07,1.19,0.0,0.18
629,636,7847,13,1997.0,1,424,1.52,0.82,0.0,0.1
630,637,10170,28,2008.0,8,524,1.56,0.61,0.02,0.23
631,638,8720,3,1998.0,4,445,1.26,0.61,0.46,0.08
632,639,4206,11,1988.0,10,359,1.27,0.32,0.78,0.05
633,640,11317,17,2010.0,10,275,0.29,1.18,0.54,0.41
634,641,2379,16,2003.0,2,53,1.63,0.22,0.51,0.06
635,642,122,16,2001.0,6,455,2.07,0.26,0.0,0.08
636,643,2127,15,1998.0,0,85,0.81,0.76,0.7,0.14
637,644,5847,30,2014.0,3,323,1.43,0.76,0.0,0.22
638,645,6586,16,2007.0,6,138,0.69,0.0,0.04,1.68
639,646,5362,30,2015.0,10,138,2.07,0.08,0.0,0.26
640,647,9592,15,1996.0,5,253,2.1,0.24,0.0,0.07
641,648,7421,11,1987.0,2,359,0.77,0.18,1.42,0.03
642,649,10019,13,1997.0,11,138,2.3,0.1,0.0,0.0
643,651,6572,18,2015.0,6,138,0.49,1.49,0.05,0.36
644,652,11295,28,2010.0,10,6,1.74,0.48,0.0,0.18
645,655,5949,13,1994.0,3,214,1.49,0.81,0.0,0.1
646,656,661,17,2013.0,0,547,1.07,0.87,0.04,0.4
647,657,1907,28,2011.0,0,120,1.48,0.71,0.0,0.2
648,658,3730,16,2005.0,3,426,1.67,0.61,0.03,0.07
649,659,5044,17,2007.0,0,288,1.02,0.97,0.0,0.39
650,660,4848,28,2011.0,3,323,1.73,0.46,0.02,0.18
651,661,10660,10,1998.0,2,487,1.94,0.39,0.03,0.02
652,662,904,18,2015.0,0,455,1.0,0.76,0.26,0.36
653,663,6249,18,2014.0,10,493,1.46,0.54,0.01,0.37
654,664,5358,17,2010.0,10,138,2.04,0.15,0.0,0.19
655,665,11201,16,2001.0,3,275,1.16,0.91,0.0,0.3
656,666,5354,28,2007.0,10,138,2.18,0.01,0.0,0.18
657,667,3822,13,2004.0,8,543,2.28,0.02,0.08,0.0
658,668,9755,16,2004.0,0,487,0.96,1.08,0.04,0.3
659,669,10221,16,2004.0,10,21,1.25,0.86,0.01,0.26
660,670,5357,17,2009.0,10,138,2.03,0.13,0.0,0.21
661,671,4846,28,2011.0,10,323,1.38,0.74,0.02,0.22
662,672,4905,5,1995.0,4,359,0.69,0.14,1.48,0.05
663,673,5024,4,2010.0,0,547,1.07,1.05,0.0,0.23
664,674,2296,5,1996.0,4,359,1.39,0.48,0.4,0.08
665,675,2466,5,1998.0,7,137,0.0,0.0,2.34,0.01
666,676,5812,28,2008.0,6,493,1.68,0.46,0.01,0.2
667,677,8631,26,2013.0,4,21,1.32,0.83,0.0,0.2
668,678,10680,16,2007.0,2,487,0.92,0.0,0.01,1.41
669,679,6147,26,2008.0,10,524,1.2,0.9,0.0,0.24
670,680,7762,16,2001.0,0,85,1.08,0.7,0.34,0.21
671,681,9932,28,2010.0,9,138,1.27,0.86,0.0,0.2
672,682,9825,2,2015.0,0,359,1.14,0.54,0.47,0.17
673,683,6250,30,2015.0,10,493,1.93,0.14,0.0,0.24
674,684,4634,26,2010.0,3,524,1.57,0.56,0.0,0.19
675,685,5516,10,2000.0,10,359,0.78,0.4,1.06,0.07
676,686,3646,15,1997.0,0,493,0.79,1.35,0.04,0.14
677,687,4415,16,2004.0,8,138,0.85,1.06,0.09,0.32
678,688,10763,4,2004.0,5,359,0.52,0.45,1.21,0.13
679,689,6570,15,1999.0,6,138,1.58,0.64,0.0,0.09
680,690,1420,23,1995.0,7,465,0.28,0.0,2.02,0.01
681,691,1597,15,1998.0,10,10,1.65,0.46,0.1,0.1
682,692,5033,28,2013.0,0,547,1.24,0.85,0.0,0.21
683,693,3706,13,2012.0,0,343,0.95,1.06,0.0,0.29
684,694,7246,4,2008.0,7,359,0.95,0.54,0.62,0.18
685,695,1907,17,2011.0,0,120,1.08,0.75,0.15,0.31
686,696,10190,13,1997.0,0,137,0.91,1.25,0.0,0.13
687,697,3570,17,2013.0,0,455,1.23,0.68,0.04,0.34
688,698,6578,29,2004.0,6,138,1.38,0.8,0.0,0.1
689,699,7407,17,2009.0,10,275,0.3,1.27,0.46,0.26
690,700,4629,26,2014.0,3,524,1.11,0.98,0.0,0.2
691,701,11137,2,2015.0,0,281,0.0,0.0,2.28,0.0
692,702,5483,11,1983.0,4,359,0.51,0.12,1.63,0.02
693,703,2886,16,2008.0,10,138,0.38,0.07,0.01,1.82
694,704,8991,17,2008.0,0,288,1.01,0.9,0.0,0.37
695,705,972,17,2012.0,8,493,1.05,0.77,0.1,0.36
696,706,9368,15,1997.0,6,91,0.07,2.0,0.02,0.18
697,707,6983,2,2012.0,7,359,1.12,0.39,0.64,0.12
698,708,8752,17,2009.0,3,445,1.34,0.62,0.0,0.31
699,709,9227,26,2006.0,3,445,1.07,0.92,0.04,0.24
700,710,4913,6,2002.0,4,359,1.22,0.1,0.91,0.04
701,711,10756,6,2001.0,4,359,0.9,0.73,0.54,0.09
702,712,3734,17,2007.0,3,21,1.4,0.54,0.02,0.3
703,714,7766,26,2007.0,0,85,1.34,0.57,0.14,0.21
704,715,5847,20,2014.0,3,457,0.28,0.79,0.87,0.32
705,716,6822,16,2002.0,1,85,0.62,0.44,1.06,0.13
706,717,1595,15,1997.0,10,521,1.52,0.46,0.2,0.08
707,718,6984,7,2004.0,7,359,1.48,0.25,0.46,0.06
708,719,5359,17,2011.0,10,138,1.93,0.15,0.0,0.17
709,720,5980,26,2009.0,7,359,0.67,0.41,1.05,0.11
710,721,2240,19,2008.0,2,464,0.51,0.51,0.91,0.32
711,722,8716,6,2001.0,4,445,1.19,0.71,0.22,0.13
712,723,8909,6,2001.0,4,543,1.29,0.83,0.0,0.11
713,724,9513,11,1990.0,0,275,1.74,0.25,0.21,0.03
714,725,5027,4,2008.0,0,21,1.42,0.61,0.0,0.21
715,726,1826,16,2009.0,9,275,1.09,0.85,0.0,0.28
716,727,6631,27,2013.0,4,359,1.27,0.62,0.18,0.16
717,728,7379,16,2003.0,0,524,0.88,1.03,0.0,0.31
718,729,8234,4,2009.0,5,547,1.71,0.32,0.02,0.18
719,730,9823,5,1998.0,1,359,1.0,0.63,0.45,0.13
720,731,6580,28,2010.0,6,138,1.03,0.98,0.0,0.21
721,732,804,28,2010.0,8,493,1.45,0.55,0.02,0.19
722,733,485,30,2013.0,0,524,1.47,0.55,0.0,0.19
723,734,2068,16,2006.0,0,85,1.06,0.82,0.05,0.28
724,735,7889,28,2008.0,3,138,1.78,0.24,0.0,0.18
725,736,3271,0,1981.0,0,391,2.06,0.12,0.0,0.02
726,737,3733,28,2007.0,3,21,2.01,0.02,0.0,0.17
727,738,10755,5,2000.0,4,359,1.11,0.51,0.34,0.23
728,739,7431,11,1986.0,10,347,0.15,0.0,2.05,0.0
729,740,8745,26,2008.0,4,445,1.28,0.68,0.02,0.21
730,741,4023,4,2007.0,5,126,1.06,0.91,0.0,0.23
731,742,7409,17,2011.0,0,275,0.34,0.97,0.55,0.33
732,743,8116,28,2006.0,0,487,1.17,0.78,0.02,0.22
733,744,8980,29,2003.0,7,21,1.68,0.44,0.0,0.08
734,745,4908,5,1992.0,3,359,0.87,0.17,1.1,0.05
735,746,2283,5,2000.0,4,359,1.04,0.72,0.3,0.13
736,747,4071,17,2012.0,0,464,0.59,1.07,0.07,0.45
737,748,11214,5,2000.0,7,275,0.0,0.0,2.17,0.01
738,749,123,16,2002.0,6,487,1.92,0.2,0.0,0.06
739,750,3233,30,2013.0,6,323,1.21,0.78,0.01,0.17
740,751,5370,28,2013.0,10,138,1.97,0.07,0.0,0.13
741,752,7244,4,2006.0,7,359,1.29,0.04,0.73,0.12
742,753,5476,6,2003.0,7,359,1.48,0.17,0.47,0.06
743,754,3127,28,2010.0,7,464,1.27,0.68,0.01,0.2
744,755,8986,10,1998.0,9,359,1.6,0.46,0.08,0.03
745,756,9551,11,1984.0,10,359,0.48,0.11,1.56,0.02
746,757,9952,13,2001.0,9,138,1.23,0.83,0.0,0.1
747,758,11154,26,2009.0,10,524,1.51,0.47,0.0,0.18
748,759,9348,15,2000.0,8,455,1.5,0.55,0.02,0.08
749,760,10168,18,2015.0,8,524,0.54,1.16,0.13,0.32
750,761,10650,11,1987.0,10,359,0.14,0.03,1.98,0.0
751,762,2874,30,2014.0,10,138,0.6,1.41,0.0,0.14
752,763,1215,19,2007.0,8,21,0.52,1.03,0.0,0.59
753,764,9212,23,1996.0,7,359,0.66,0.0,1.45,0.03
754,765,5401,11,1983.0,3,359,0.01,0.0,2.13,0.0
755,766,7560,11,1988.0,6,359,1.47,0.38,0.19,0.1
756,767,8552,13,1992.0,9,308,1.2,0.84,0.0,0.1
757,768,1990,0,1981.0,8,237,1.99,0.12,0.0,0.02
758,769,1815,16,2004.0,9,275,1.04,0.81,0.0,0.27
759,770,9588,4,2006.0,5,359,0.64,0.07,1.35,0.08
760,771,3100,6,2003.0,7,465,0.82,0.37,0.89,0.05
761,772,2997,18,2016.0,0,524,0.59,1.16,0.06,0.33
762,773,10296,4,2010.0,0,126,0.93,0.97,0.02,0.21
763,774,3092,4,2006.0,7,464,0.91,0.05,1.07,0.09
764,775,4907,26,2010.0,4,359,1.47,0.09,0.45,0.11
765,776,7458,29,2001.0,6,323,1.37,0.61,0.05,0.09
766,777,3608,5,1989.0,10,359,0.83,0.33,0.92,0.04
767,778,6246,17,2011.0,10,493,1.61,0.27,0.05,0.18
768,779,971,17,2009.0,8,493,1.2,0.62,0.0,0.29
769,780,10212,10,2000.0,10,21,1.68,0.4,0.0,0.03
770,781,6916,17,2008.0,10,275,0.11,1.34,0.4,0.26
771,782,6581,16,2002.0,6,138,1.68,0.31,0.02,0.09
772,783,5512,26,2010.0,10,359,0.9,0.45,0.63,0.13
773,785,2586,16,2003.0,0,499,0.63,0.21,1.13,0.13
774,786,6019,28,2011.0,2,547,1.63,0.33,0.0,0.15
775,787,6991,15,1998.0,7,465,0.94,0.07,1.05,0.04
776,788,8225,16,2002.0,4,487,1.17,0.72,0.0,0.22
777,789,7459,29,2002.0,0,323,1.54,0.44,0.04,0.07
778,790,6583,19,2005.0,6,138,1.77,0.13,0.02,0.18
779,791,7309,28,2011.0,8,532,1.41,0.51,0.01,0.17
780,792,2067,16,2005.0,0,85,0.99,0.63,0.29,0.19
781,793,2014,15,1997.0,10,13,0.0,0.0,1.96,0.14
782,794,1911,28,2006.0,0,85,1.16,0.65,0.08,0.2
783,795,3137,16,2003.0,0,487,1.26,0.6,0.05,0.18
784,796,6245,28,2010.0,0,493,1.84,0.12,0.01,0.13
785,797,10920,26,2009.0,3,330,1.97,0.0,0.0,0.12
786,798,9929,4,2006.0,9,138,0.92,0.94,0.0,0.22
787,799,713,18,2015.0,8,138,0.7,0.93,0.14,0.32
788,800,5747,19,2010.0,0,275,0.46,0.42,0.96,0.25
789,801,11019,13,2010.0,7,21,1.77,0.32,0.0,0.0
790,802,9594,16,2002.0,5,487,1.11,0.71,0.0,0.27
791,803,6571,17,2008.0,6,138,0.63,1.02,0.05,0.39
792,804,1829,26,2007.0,9,275,1.36,0.52,0.0,0.2
793,805,5502,7,2003.0,3,359,0.97,0.33,0.73,0.06
794,806,3506,17,2010.0,0,493,0.59,0.99,0.13,0.36
795,807,8547,13,1998.0,11,138,2.04,0.04,0.0,0.0
796,808,10739,13,1994.0,11,21,0.89,1.08,0.0,0.11
797,809,8616,17,2010.0,10,138,0.79,0.94,0.0,0.35
798,810,8814,15,2002.0,8,493,1.54,0.46,0.0,0.08
799,811,4871,19,2010.0,7,464,0.63,0.42,0.75,0.26
800,812,10430,28,2009.0,2,487,1.48,0.39,0.0,0.19
801,813,1869,17,2011.0,7,347,0.75,0.54,0.54,0.23
802,814,11202,6,2001.0,11,275,1.64,0.36,0.0,0.07
803,815,6586,28,2007.0,6,138,1.04,0.8,0.01,0.22
804,816,9932,17,2010.0,9,138,0.73,0.97,0.02,0.34
805,817,10177,28,2010.0,0,524,1.2,0.63,0.04,0.19
806,818,7239,6,2005.0,7,359,0.71,0.52,0.74,0.08
807,819,9755,6,2004.0,0,487,1.15,0.77,0.04,0.1
808,820,7563,15,1998.0,6,347,0.68,0.46,0.79,0.13
809,821,8776,16,2003.0,2,347,1.06,0.62,0.13,0.25
810,822,5472,2,2013.0,7,359,0.89,0.57,0.46,0.13
811,823,6586,17,2007.0,6,138,0.73,0.92,0.04,0.37
812,824,1263,4,2008.0,3,493,1.23,0.64,0.0,0.19
813,825,6248,17,2013.0,10,493,1.43,0.33,0.04,0.25
814,826,7265,4,2005.0,7,359,1.16,0.06,0.83,0.0
815,827,8736,7,2002.0,3,241,1.47,0.48,0.05,0.06
816,828,2085,17,2013.0,7,21,0.71,0.83,0.15,0.35
817,829,6272,8,1992.0,10,40,1.75,0.25,0.0,0.05
818,830,6921,28,2007.0,6,323,0.48,1.29,0.02,0.25
